RSpec::ExampleGroups::ArchrubyArchitectureArchitecture::LetDefinitions, architecture,  | 
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, array_of_strings | Array
Archruby::Architecture::ConfigDefinition, required_modules=, modules | Array
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,NilClass,Hash
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,String,Hash
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,String,Hash
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, array_of_strings | Array
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, element,array_of_strings | String,Array
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, element,array_of_strings | String,Array
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, element,array_of_strings | String,Array
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, element,array_of_strings | String,Array
Archruby::Architecture::ConfigDefinition, allowed_modules=, modules | Array
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,NilClass,Hash
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,NilClass,Hash
Archruby::Architecture::ConfigDefinition, parse_constraints, constraint,constraint_definition,definitions | String,String,Hash
Archruby::Architecture::ConfigDefinition, normalize_string_spaces, array_of_strings | Array
Archruby::Architecture::ConfigDefinition, forbidden_modules=, modules | Array
Archruby::Architecture::Parser, parse, module_name,definitions,config_definition,module_definition,e,parsed_yaml,type_inferece_verifier | String,Hash,Archruby::Architecture::ConfigDefinition,NilClass,NilClass,Hash,NilClass
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, extract_content_of_files, file_extractor | Class
Archruby::Architecture::ModuleDefinition, extract_content_of_files, file_extractor | Class
Archruby::Architecture::FileContent, initialize, base_directory | String
Archruby::Architecture::ModuleDefinition, extract_content_of_files, file_extractor | Archruby::Architecture::FileContent
Archruby::Architecture::ModuleDefinition, extract_content_of_files, file,file_content,file_extractor | String,NilClass,Archruby::Architecture::FileContent
Archruby::Architecture::FileContent, all_content_from_directory, directory,content,file_paths | String,NilClass,NilClass
Archruby::Architecture::FileContent, all_content_from_directory, directory,content,file_paths | String,NilClass,NilClass
Archruby::Architecture::FileContent, all_content_from_directory, directory,content,file_paths | String,Hash,NilClass
Archruby::Architecture::FileContent, all_content_from_directory, directory,content,file_paths | String,Hash,Array
Archruby::Architecture::FileContent, all_content_from_directory, file_path,file,file_name,directory,content,file_paths | String,NilClass,NilClass,String,Hash,Array
Archruby::Architecture::FileContent, all_content_from_directory, file_path,file,file_name,directory,content,file_paths | String,File,NilClass,String,Hash,Array
Archruby::Architecture::FileContent, all_content_from_directory, file_path,file,file_name,directory,content,file_paths | String,File,String,String,Hash,Array
Archruby::Architecture::FileContent, all_content_from_directory, directory,content,file_paths | String,Hash,Array
Archruby::Architecture::ModuleDefinition, extract_content_of_files, file,file_content,file_extractor | String,Hash,Archruby::Architecture::FileContent
Archruby::Architecture::ModuleDefinition, initialize, config_definition,base_directory | Archruby::Architecture::ConfigDefinition,String
Archruby::Architecture::ModuleDefinition, extract_dependencies, ruby_parser | Class
Archruby::Architecture::ModuleDefinition, extract_dependencies, ruby_parser | Class
Archruby::Architecture::ModuleDefinition, extract_dependencies, file_and_content,ruby_parser | Hash,Class
Archruby::Architecture::ModuleDefinition, extract_dependencies, file_name,content,parser,file_and_content,ruby_parser | String,String,NilClass,Hash,Class
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::VarPropagation, initialize,  | 
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::LocalScope, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::LocalScope, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::LocalScope, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::LocalScope, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::TypeInference::Ruby::ParserForTypeinference, initialize,  | 
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, initialize, content | String
Archruby::Ruby::Parser, parse,  | 
Archruby::Ruby::Parser, ruby_parser,  | 
Archruby::Ruby::Parser, process_class, exp,_,class_name,args | Sexp,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_class, exp,_,class_name,args | Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_class, exp,_,class_name,args | Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_class, exp,_,class_name,args | Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_class, exp,_,class_name,args | Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_class, sub_tree,exp,_,class_name,args | Sexp,Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,NilClass
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,NilClass
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,String
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,String
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,String
Archruby::Ruby::Parser, add_dependency, const_name | String
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,String
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,String
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,String
Archruby::Architecture::Dependency, initialize, class_name,line_number | String,Fixnum
Archruby::Architecture::Dependency, initialize, class_name,line_number | String,Fixnum
Archruby::Ruby::Parser, process_class, sub_tree,exp,_,class_name,args | Sexp,Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,NilClass,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,NilClass,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,NilClass,Symbol,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | NilClass,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,NilClass,Symbol,Array
Archruby::Ruby::Parser, process_call, sub_tree,exp,_,receiver,method_name,args | Sexp,Sexp,Symbol,NilClass,Symbol,Array
Archruby::Ruby::Parser, process_hash, exp,_,args | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_hash, exp,_,args | Sexp,Symbol,Array
Archruby::Ruby::Parser, process_hash, sub_tree,exp,_,args | Sexp,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_lit, exp,_,value | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_hash, sub_tree,exp,_,args | Sexp,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_lit, exp,_,value | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_class, sub_tree,exp,_,class_name,args | Sexp,Sexp,Symbol,Symbol,Array
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, extract_arguments, arguments,_,arg_vars | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, extract_arguments, arguments,_,arg_vars | Sexp,Symbol,Array
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_args, exp,_,args | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_args, exp,_,args | Sexp,Symbol,Array
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, sub_tree,exp,_,method_name,method_arguments,args | Sexp,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,NilClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, sub_tree,exp,_,variable_name,args,const_access | Sexp,Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_colon2, exp,_,first_part,last_part | Sexp,Symbol,Sexp,Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,NilClass
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,NilClass
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,String
Archruby::Ruby::Parser, build_full_name, const_name,full_class_path | Symbol,String
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,String
Archruby::Ruby::Parser, add_dependency, const_name | String
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,String
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,String
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | String,Fixnum,String
Archruby::Architecture::Dependency, initialize, class_name,line_number | String,Fixnum
Archruby::Architecture::Dependency, initialize, class_name,line_number | String,Fixnum
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::VarPropagation, find_var, var_name | Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | Sexp,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, sub_tree,exp,_,receiver,method_name,args | Sexp,Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_str, exp,_,string | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_defn, sub_tree,exp,_,method_name,method_arguments,args | Sexp,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,NilClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, sub_tree,exp,_,variable_name,args,const_access | Sexp,Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, add_dependency, const_name | Symbol
Archruby::Ruby::Parser, process_const, exp,_,const_name | Sexp,Symbol,Symbol
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | Symbol,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | Symbol,Fixnum,NilClass
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | Symbol,Fixnum,String
Archruby::Ruby::Parser, build_class_dependency, const_name,line_number,class_name | Symbol,Fixnum,String
Archruby::Architecture::Dependency, initialize, class_name,line_number | Symbol,Fixnum
Archruby::Architecture::Dependency, initialize, class_name,line_number | Symbol,Fixnum
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::VarPropagation, find_var, var_name | Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,String,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | Sexp,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_lasgn, exp,_,variable_name,args,const_access | Sexp,Symbol,Symbol,Array,TrueClass
Archruby::Ruby::Parser, process_defn, sub_tree,exp,_,method_name,method_arguments,args | Sexp,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,NilClass,NilClass,NilClass,NilClass
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_lvar, exp,_,variable_name | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_lvar, exp,_,variable_name | Sexp,Symbol,Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,NilClass,NilClass
Archruby::Ruby::VarPropagation, find_var, var_name | Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | Sexp,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | Sexp,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | String,Symbol,Array,Fixnum,NilClass,NilClass
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | String,Symbol,Array,Fixnum,Array,NilClass
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, build_type_inference, param,type_inference,receiver,method_name,params,line_num,params_name,deps | Sexp,NilClass,String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, build_type_inference, param,type_inference,receiver,method_name,params,line_num,params_name,deps | Sexp,NilClass,String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, build_type_inference, param,type_inference,receiver,method_name,params,line_num,params_name,deps | Sexp,NilClass,String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::TypeInferenceDep, initialize, options | Hash
Archruby::Ruby::TypeInferenceDep, initialize, options | Hash
Archruby::Ruby::TypeInferenceDep, initialize, options | Hash
Archruby::Ruby::Parser, build_type_inference, param,type_inference,receiver,method_name,params,line_num,params_name,deps | Sexp,Archruby::Ruby::TypeInferenceDep,String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, build_call_history, receiver,method_name,params_name | String,Symbol,Array
Archruby::Ruby::Parser, build_type_inference, receiver,method_name,params,line_num,params_name,deps | String,Symbol,Array,Fixnum,Array,Array
Archruby::Ruby::Parser, process_call, exp,_,receiver,method_name,args | Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_call, sub_tree,exp,_,receiver,method_name,args | Sexp,Sexp,Symbol,Sexp,Symbol,Array
Archruby::Ruby::Parser, process_lvar, exp,_,variable_name | Sexp,NilClass,NilClass
Archruby::Ruby::Parser, process_lvar, exp,_,variable_name | Sexp,Symbol,Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,NilClass,NilClass
Archruby::Ruby::VarPropagation, find_var, var_name | Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, find_var, var,var_name | Hash,Symbol
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,NilClass
Archruby::Ruby::VarPropagation, push, var_name,line_number,type,var,lines | Symbol,Fixnum,NilClass,Hash,Array
Archruby::Ruby::Parser, process_defn, exp,_,method_name,method_arguments,args | Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, var,exp,_,method_name,method_arguments,args | Hash,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, var,exp,_,method_name,method_arguments,args | Hash,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, var,exp,_,method_name,method_arguments,args | Hash,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, var,exp,_,method_name,method_arguments,args | Hash,Sexp,Symbol,Symbol,Sexp,Array
Archruby::Ruby::Parser, process_defn, line_number,var,exp,_,method_name,method_arguments,args | Fixnum,Hash,Sexp,Symbol,Symbol,Sexp,Array
